Id,Sentence,Answer,Avg_MSE,Type
EvW4wZ,A young woman is seen standing in a room and leads into her dancing.,"[1, 2, 4, 3]",620.64355,Fine-grained
YbrAzg,"A bowler in red releases the ball and exits as the bowler in gray approaches; meanwhile, a bowler in black raises the ball, steps forward, and releases it down the lane.","[3, 1, 2, 4]",4764.8203,Scene Cut
bY5QlC,"The person and dog move closer to the right across a grassy field as the camera pans left; the dog then runs right, carrying a pink frisbee, while another pink frisbee is visible in the air behind it.","[3, 2, 4, 1]",7897.928,Scene Cut
H1GvcM,"The person detaches a pedal from the bike and adjusts the rear wheel, then tightens the handlebars and lowers themselves to inspect the bicycle's components on the ground.","[1, 2, 3, 4]",6552.737,Scene Cut
yrjO1l,"A man climbs onto a chair to decorate the Christmas tree before exiting, leaving a woman to continue adding ornaments; then, a man decorates another tree with lights as two children approach from the right to add ornaments.","[1, 3, 2, 4]",8065.233,Scene Cut
AWitVs, A rider falls off his bike and a trailing bike hits him and knocks him back to the ground.,"[2, 3, 1, 4]",2235.0615,Scene Cut
ed8y9x,woman is kneeling down in the floor talking to the camera holding a bend slide and opens it  in the living room.,"[1, 4, 3, 2]",4731.186,Scene Cut
4ablJW, A guy swings a stick at a pinata.,"[4, 3, 1, 2]",1419.9072,Scene Cut
CWNpCI, A woman an grey sweatshirt retrieves the intertube at the bottom of the slope.,"[3, 2, 1, 4]",5389.242,Scene Cut
RUZOQf,"The person in the wheelchair adjusts their position as a dog approaches, then the scene shifts to a woman who stands up from beside a slide and moves left to stand beside a child climbing onto it.","[3, 4, 1, 2]",3383.3076,Scene Cut
3EE2SQ," The first man walks down the track celebrating, with brief audience shots.","[3, 1, 2, 4]",3300.9358,Scene Cut
t4NlqC,"A person exhales smoke as text describes a serene scene with boats, then the view shifts to a surfer riding a wave, followed by another surfer gliding rightward across the water.","[3, 2, 4, 1]",6807.6353,Scene Cut
we9PpJ, The boy gets up and leaves the room.,"[1, 2, 3, 4]",5108.393,Scene Cut
Eomjsw,"A hand lowers a tool onto a towel, then moves to carefully work on the nails, and finally shifts away, leaving the tools behind.","[2, 3, 1, 4]",2635.6123,Scene Cut
2J2eC7,"The camera pans left from individuals sledding down the snowy hill to a group waiting at the top, then tilts slightly downward as more people slide down, capturing the lively winter scene.","[3, 2, 1, 4]",6460.8105,Scene Cut
toNbQr,"The person mixes paint in a bucket before pointing at a fence, while another man stretches with hands on his head, then places leaves into a trash can on the lawn.","[4, 1, 3, 2]",7643.112,Scene Cut
xd91OW," Next, the cooker add the pasta to the squid and mix, then he and serves in a dish while talking.","[2, 1, 4, 3]",6520.396,Scene Cut
Y0DyM4," She then swings the stick, trying to hit a pinata that gets pulled out of her way.","[3, 2, 1, 4]",7138.5327,Scene Cut
z3kPUG, A man carries a box into the stage.,"[2, 3, 1, 4]",7224.6655,Scene Cut
Kkbhf4,"A nail polish brush exits, and a red nail polish bottle moves closer, followed by a close-up of colorful nail art transitioning to a vibrant title screen.","[1, 4, 2, 3]",17551.123,Scene Cut
BY6VhM,"The hands begin to manipulate the device, then lower to apply nail polish, and finally lift to reveal the polished pieces.","[3, 1, 2, 4]",3187.462,Scene Cut
ZcBO07,"The person bends down to catch a fish, then raises it triumphantly while smiling, showcasing their catch against the snowy backdrop.","[1, 2, 3, 4]",300.31284,Fine-grained
SzenJ0, The woman then pours various alcohol mixes into the glass and ends by presenting the glass to the camera.,"[2, 3, 4, 1]",2610.1248,Scene Cut
SdGpp4, The man gets up and walks back to get on his horse.,"[1, 2, 3, 4]",4213.589,Scene Cut
bq3K3z,A man descends from a steam slope on his snowboard.,"[3, 4, 1, 2]",4916.115,Scene Cut
RoGvOB,"A person jumps into a sand pit, clears a high jump bar, and lands on the mat, then the scene shifts to a dodgeball player diving forward with a ball while others watch attentively.","[4, 3, 2, 1]",4422.136,Scene Cut
J3WRwN,"The person clears snow from the windshield and moves to the car door; then, two people work on a blue car as one smiles nearby, while the camera pans right, revealing more of the car's front.","[4, 3, 1, 2]",5257.91,Scene Cut
CAWhNq,"The bartender pours a cocktail, transitioning to a black screen, then the scene shifts to a title screen before showing a woman vacuuming a rug around a coffee table.","[1, 4, 3, 2]",4962.511,Scene Cut
vJxSUE,  The ball is thrown back into the pool and the boys proceed to throw it back out again.,"[3, 2, 1, 4]",1991.0328,Scene Cut
QnzpAG, He picks up the paint bucket and walks up the sidewalk.,"[3, 1, 4, 2]",4501.137,Scene Cut
mcSYre,"The trowel exits as the camera pans to reveal buckets of materials; then the bowl moves left, and the chef's arm reaches toward the cutting board.","[3, 2, 1, 4]",4037.9138,Scene Cut
PiF03r,"The canoe glides smoothly across the calm water, then a paddle dips into the lake, followed by a person rowing steadily as they approach the shore.","[3, 4, 2, 1]",6688.4937,Scene Cut
fcNIwx, They add chocolate chunks to the dough.,"[2, 3, 1, 4]",4967.0493,Scene Cut
DYz9kj,"Bacteria and statistics fade as a woman approaches a sink to wash her hands; the scene shifts to a woman on a treadmill, then pans to contact information for Fitness HQ overlaying the view.","[1, 3, 2, 4]",13581.483,Scene Cut
yAFeLM, The lady takes off her helmet.,"[1, 2, 3, 4]",3884.9023,Scene Cut
wirHXq,A man ropes a white lamb.,"[4, 3, 2, 1]",2318.7588,Scene Cut
wONfgX,"A skateboarder rides down a street, then turns a corner, followed by a shot of the riders' names, and finally, the skateboard rolls away as the rider runs after it.","[2, 1, 4, 3]",9844.61,Scene Cut
3vwlD5,"The sharpening stone exits as an email prompt fills the screen, then a bottle moves right while the camera zooms in on hands mixing ingredients in a mortar and pestle.","[1, 2, 3, 4]",2801.2527,Scene Cut
XKAhmA,  He then slides on the grips onto the handles of the bike.,"[4, 2, 1, 3]",4442.811,Scene Cut
ger9O9,"  The man continues to play the harmonica ending by pulling the harmonica away from the mouth and wriggling a large, puffy, mustache dramatically.","[1, 3, 2, 4]",3664.8652,Scene Cut
dpojZs, Then he fits the inner rim of the wheel into the tire.,"[2, 3, 1, 4]",4654.2964,Scene Cut
Uzx06I, He is cutting up cheese and adding ham to the sandwich.,"[1, 4, 2, 3]",4198.075,Scene Cut
Ukf3rU,"The child decorates the Christmas tree, moving closer to hang an ornament, then the girl transitions from sitting at the counter to standing beside an adult, holding a piece of fruit.","[2, 4, 1, 3]",6667.4907,Scene Cut
BT4xUw, The couple does one last spin and eventually takes a bow.,"[1, 2, 3, 4]",2932.2168,Scene Cut
IT8pWg,A person throws a Frisbee for her dog for a dog to retrieve during an event on a sporting field.,"[1, 2, 3, 4]",3532.823,Scene Cut
fZELsU, A man falls down onto the shuffleboard.,"[2, 3, 4, 1]",1055.5446,Scene Cut
bmOZfd, He grabs a ball and throws it down a lane.,"[4, 3, 2, 1]",1739.4111,Scene Cut
Xq5L6G, They take turns running down the mat and doing flips over the beam.,"[3, 2, 4, 1]",3376.0676,Scene Cut
WCFwqF, The left lady drops her head to the table.,"[4, 3, 2, 1]",2426.763,Scene Cut
RojYX8,"The scene opens with a person walking along the tracks, then shifts to a view of a railroad crossing sign, followed by a wider shot of the area, and finally focuses on a person in a red outfit.","[2, 1, 4, 3]",8477.58,Scene Cut
3SIG13,"The athlete begins to jump over the bar in the first frame, then arches their back as they clear it in the second frame, followed by a landing in the third frame. Finally, the scene fades to black.","[2, 4, 3, 1]",5916.1313,Scene Cut
9cfP1t, Afterwards the man starts to play the bongos and woman starts to dance.,"[4, 3, 1, 2]",6753.8335,Scene Cut
askIQd,"The scene transitions from a dimly lit gym where the person performs a dip to a bright competition with a crowd, then shifts to a pole vaulter mid-air, zooming in on their grip on the pole.","[2, 4, 3, 1]",7264.7993,Scene Cut
Ch3XFi,"The person applies polish to the shoe with a brush, then wipes off excess polish with a cloth, repeats the process around the shoe, and finally presents the polished shoes.","[2, 3, 1, 4]",5505.5776,Scene Cut
MhFzsk,"The girl begins with her hair being cut, then moves to having styling products applied, followed by a close-up as her hair is styled, and finally shows her new look.","[2, 3, 4, 1]",6204.945,Scene Cut
pJ59tS, The person looks down at his leg.,"[3, 2, 1, 4]",6122.297,Scene Cut
kzIvTt,"The musician's expression shifts to focus as the violin lowers slightly, then another woman raises her violin from horizontal to vertical while speaking.","[1, 2, 4, 3]",4591.499,Scene Cut
OAFOs0, Another man does dips down to his elbows on the parallel bars.,"[2, 4, 1, 3]",2013.6025,Scene Cut
otTbRn,"The dog moves forward slightly as the man's hands reposition with a subtle camera zoom, then the boy lowers his head closer to the shoe, focusing intently, as the camera zooms in slightly.","[4, 1, 2, 3]",7950.022,Scene Cut
rtRkNa,"The person begins to work with a tool, then moves closer to the vice, lowers the tool, and finally examines the metal piece closely.","[2, 1, 4, 3]",3220.6338,Scene Cut
7fW3wJ,"The harmonica moves closer as the man's hands form a cupped shape around it, then the camera zooms out to show a person smoothing the ceiling with a tool.","[3, 4, 2, 1]",5782.398,Scene Cut
aiP71X, The person is then shown placing dough balls into the oven and pressing a button.,"[1, 2, 3, 4]",2918.2537,Scene Cut
XUcfzd,"The skier recedes into the distance as the camera zooms out, then moves closer and falls onto the water, sliding left as the boat continues forward.","[3, 1, 2, 4]",4827.277,Scene Cut
ETbZ0a, He demonstrates how to slide down the ramp on a pair of skis.,"[1, 3, 4, 2]",6612.0864,Scene Cut
EZwtwQ,A large pool is seen followed by a person walking in and falling off a board.,"[4, 1, 3, 2]",6833.4336,Scene Cut
KUIsUG, A woman wearing white clothes approaches the woman and the female.,"[4, 2, 3, 1]",3198.575,Scene Cut
t430ki, She mixes up the food with other ingredients followed by bread on top and cut into pieces.,"[1, 2, 3, 4]",3243.6865,Scene Cut
1DufcQ,"The instructor adjusts the rower's handle position, then the person transitions from leaning forward on an exercise ball to kneeling upright on it.","[1, 2, 3, 4]",2558.3508,Scene Cut
XAoJOH, The raft suddenly overturns and all the rafters fall into the water.,"[4, 1, 2, 3]",4959.477,Scene Cut
TrLNZV,"The instructor begins to gesture and speak, then shifts his hand to his chin while maintaining eye contact, before the scene transitions to a water-themed graphic.","[1, 2, 3, 4]",2668.3943,Scene Cut
aNrCsI, She then uses several colors of paint to create an image.,"[2, 3, 4, 1]",324.01596,Fine-grained
RHfIcL,"A performer exits with a weapon as two students approach a seated instructor from the right; then, another performer rises from a low stance, extending their arms forward into a deeper lunge with a focused expression.","[1, 2, 3, 4]",4227.534,Scene Cut
jikzBz," The man finishes, grabs his shirt, and walks off.","[1, 3, 2, 4]",1143.6364,Scene Cut
NEj5cX, Then he serves it over the net.,"[1, 2, 3, 4]",1863.2457,Scene Cut
Yd8yzQ, He attempts to flip across the string again but fails and hurts himself.,"[2, 1, 3, 4]",1697.5846,Scene Cut
PxrI2C,"The welder begins to work on a piece, then moves to adjust their tools, followed by preparing to weld, and finally focuses on the welding process.","[3, 2, 1, 4]",8427.849,Scene Cut
N09Mfm,We see a man in a driveway cleaning snow from his car.,"[2, 3, 4, 1]",7261.5093,Scene Cut
Mp7aHX,The male then turns and the middle of the hair begins to get trimmed.,"[4, 1, 3, 2]",3438.0017,Scene Cut
R65h7g,  The teams then change sides on the gym floor with the women on the left and the men on the right.,"[1, 3, 4, 2]",3567.0608,Scene Cut
M1MjaW,"The person in the green hoodie approaches the camera operator, then the scene shifts as a hand adjusts a bike's rear wheel, with the camera tilting downwards to reveal the wheel's details.","[1, 3, 2, 4]",7300.47,Scene Cut
7gHBic,"A surfer rides a wave, then a fishing boat appears in the distance, followed by another surfer catching a wave, and finally, two people sit together against a sunset backdrop.","[1, 3, 2, 4]",1737.542,Scene Cut
68GJ6x,"The groomer begins to trim the dog's fur while it stands on the table, then lowers the clippers to continue grooming as the dog remains in place.","[1, 2, 3, 4]",2593.5889,Scene Cut
eX47CQ," He starts with the main body and then goes to attach the wheels, the handle and the pedals.","[3, 2, 1, 4]",3721.623,Scene Cut
vYXxle, A man pulls the top of a pumpkin off.,"[1, 3, 4, 2]",3533.8992,Scene Cut
fF8E0I,"The stylist begins to cut the hair, then smiles as he and the woman admire the results in the mirror, while another woman stands beside them. Afterward, they share a light moment together.","[3, 4, 1, 2]",12006.399,Scene Cut
O3Mbdd," She walks away, perusing the items on the shelves before leaning onto the counter, flexing her biceps.","[4, 3, 2, 1]",4952.355,Scene Cut
4NtV43,"The athlete lands in the sand pit and stands up as the camera tilts down, then moves from the starting line towards the jump area while the camera zooms out to reveal a cheering crowd.","[1, 3, 4, 2]",1973.1484,Scene Cut
c3UbhA,"The person begins to wash clothes in a basin, then another person joins in, followed by hanging the washed clothes on a line, and finally, the person smiles at the camera.","[1, 2, 3, 4]",5502.633,Scene Cut
A7iV9W,"A person on a lawn mower is joined by another, captured in a close-up as they express excitement, then a girl in a tie-dye shirt moves closer to the camera, smiling and waving in a kitchen setting.","[2, 1, 3, 4]",4446.9185,Scene Cut
Ks9vSU,"  The woman then pulls a larger bottle of alcohol off of the bar top and pours that into the shot glass as well,  The woman then pushes the shot glass forward toward the camera before the scene fades to black.","[3, 2, 1, 4]",1206.2123,Scene Cut
9RGyez, the four men stop walking as one man serves the ball.,"[2, 3, 1, 4]",684.19696,Fine-grained
bqVNE3,A woman then appears and begin shaving off all of the horse's hair.,"[4, 3, 1, 2]",5089.366,Scene Cut
CyLlVC,"The woman approaches the man at the counter, then they begin to arm wrestle, and she ultimately gains the upper hand, overpowering him.","[1, 2, 3, 4]",4478.1567,Scene Cut
YhYvmO, The girl is seen laying on a table and a man walks in and piercing her stomach.,"[1, 4, 2, 3]",6241.2344,Scene Cut
dL6uCD,Three skiers are pictured on top of a mountain of a snow and they begin skiing.,"[4, 3, 1, 2]",4161.111,Scene Cut
jvbQb7,"The performer begins to twirl and raise a stick, then moves into a more dynamic pose while surrounded by colorful banners. The performance continues with fluid movements and vibrant energy.","[4, 1, 3, 2]",13323.618,Scene Cut
fOPbNu,"The camera zooms out to reveal more players in the pool, then shifts to a diver flipping mid-air, followed by a boy descending into the water with outstretched arms.","[1, 3, 2, 4]",3483.3538,Scene Cut
5eQGVR,"The woman places her hands into the container to wash items, then hands twist and braid hair closely along the scalp as the camera zooms in slightly.","[2, 3, 4, 1]",7609.31,Scene Cut
64Repe,"The brush shifts from coloring a nail to outlining a cartoon cat shape as the camera slightly zooms out, then a roller moves from the girl's hand to near her ear while the camera zooms out.","[3, 1, 4, 2]",2305.9736,Scene Cut
EquxBk,"The boy begins to ride the lawn mower across the yard, then moves around the trampoline before continuing to cut the grass in the open area.","[1, 4, 2, 3]",3041.5452,Scene Cut
N0g7ZW, people are snowboarding down a snowy mountain hill.,"[1, 2, 3, 4]",2419.589,Scene Cut
SVxAro,"The mop shifts slightly right as the camera zooms out, then the mop bucket moves slightly right as the person steps back.","[3, 2, 4, 1]",2438.0527,Scene Cut
8cYIkN, She then is lifted up and spun around again.,"[4, 1, 3, 2]",2640.1492,Scene Cut
wQs0k3,  The girl walks to the water.,"[1, 4, 3, 2]",4223.765,Scene Cut
ZLar5T,A man pushes a lawnmower cutting down a high patch of weeds in a yard.,"[3, 1, 4, 2]",2759.3245,Scene Cut
866MIp, She jumps off of the diving board.,"[1, 2, 3, 4]",1321.9252,Scene Cut
YU8wxg,"A slanted tool moves downward toward the eye with a slight zoom, followed by another tool pressing upward against the skin with a closer zoom.","[1, 4, 2, 3]",7203.596,Scene Cut
evR20B,  She then purposely breaks another ornament.,"[3, 1, 2, 4]",2113.1145,Scene Cut
yAQ1nK,"The word ""CHOW"" fades as Laura Werlin stands in a kitchen, then the camera zooms in on a pan where a chef pours oil and stirs ingredients.","[1, 2, 4, 3]",12045.347,Scene Cut
FrT8Fn," A brave, single kayaker paddles away at the waters.","[3, 1, 2, 4]",11056.492,Scene Cut
CLp7VE,"The man walks away from the camera, showing a ""Pittwater Mowing"" shirt, then another person pushes the lawn mower forward, slightly veering right.","[2, 4, 1, 3]",8757.352,Scene Cut
eD5xT0,"The worker raises the trowel to apply plaster to the wall, then the heat gun moves away as a person uses a tool to adjust and smooth the material's edge.","[1, 3, 4, 2]",7740.694,Scene Cut
Zpaozn, A skier comes down a hill makes a jump over stones and falls and rolls on the snow.,"[2, 3, 4, 1]",10065.819,Scene Cut
zpbreI,"Two men paint a ceiling, transitioning to a roller applying textured wallpaper; then, a steamer is used to remove wallpaper, followed by a blue sponge wiping the wall as the camera zooms in.","[2, 1, 3, 4]",3170.8945,Scene Cut
cr640Q,"The tool bag closes and exits as the hand adjusts the bicycle tire; then, a player advances with a paintball gun, aiming directly at an opponent with an upward tilt.","[2, 1, 4, 3]",9182.976,Scene Cut
Jfob8I,"The artist begins by cleaning a brush with a cloth, then applies paint to their hand, raises a brush to show it, and finally wipes it clean again.","[1, 3, 2, 4]",5815.388,Scene Cut
YWIQIf,"The athlete begins to prepare for the shot put, then focuses intently as they lift the shot, moves into the throwing motion, and finally celebrates after the throw.","[2, 1, 3, 4]",5711.1587,Scene Cut
Hv3akF,"The motorcycle advances toward the jump as the camera tilts downward, then the rider exits the scene and reappears standing beside a stationary bike on a stand.","[1, 2, 3, 4]",3823.0144,Scene Cut
VrJyz2,"The woman approaches the man at the counter, engaging in an arm wrestle, then organizes items on the table, lifts two rolls, and turns to face the camera while holding a decorative item.","[4, 2, 3, 1]",5121.9,Scene Cut
KDBfKu,  A man bowls a strike in a bowling alley.,"[4, 1, 2, 3]",3515.4014,Scene Cut
3e9jhw," Then, the man wraps the box with gift paper.","[4, 3, 1, 2]",3046.903,Scene Cut
Fi3jIQ,"The bumper cars move around the arena, with some drivers turning left and others right, then they gradually spread out as the ride continues.","[3, 4, 1, 2]",2387.078,Scene Cut
9nBxi6," He is shown doing downstream momentum, rolling over in his canoe.","[3, 1, 2, 4]",2510.492,Scene Cut
MVTEj6,"The timer shows 0.00 as a competitor solves a 2x2 cube, shifting to 8.21 with a 5x5 cube, then the focus moves to bike assembly where a component is secured, ending with contact information displayed on screen.","[4, 3, 1, 2]",11072.211,Scene Cut
eTrnOe,A man is seen standing with a younger man and hands him a pan.,"[3, 2, 4, 1]",5342.21,Scene Cut
iolv7U,"The woman transitions from a neutral expression to a smile as gloved hands move left, then laughs joyfully, lowers her head, and tilts it slightly downward as the camera zooms in.","[1, 2, 3, 4]",5862.192,Scene Cut
gkSToy,An intro leads into several clips of people solving rubix cubes while a timer captures their speed on the side.,"[2, 1, 4, 3]",16033.649,Scene Cut
kVPWYF,"The woman begins to style the girl's hair by gathering it, then secures it with a hair tie, followed by braiding it, and finally adjusting the braid.","[2, 3, 4, 1]",3402.2053,Scene Cut
xJtFAi,A gymnast wearing a blue outfit climes onto the a balance beam and performs a hand stand with a split in a competition in front of a huge American flag.,"[2, 4, 1, 3]",7447.8228,Scene Cut
8A5JR8, The player runs past the first base.,"[1, 4, 2, 3]",3725.4597,Scene Cut
zV1gX0,"A chef peels a potato which fades into sketchy text, then a finger points at wallpaper as the camera zooms out to reveal a pattern with the text ""MARVEL AT YOUR AWESOMENESS.""","[3, 2, 1, 4]",10855.043,Scene Cut
vBW9Iz,"The hair clipper moves from being held near the face to trimming leg hair as the camera tilts down, then the tattooed arm rotates closer while a gloved hand wipes it clean.","[1, 3, 4, 2]",7828.4688,Scene Cut
2T2wIy,The boy then takes his rake and runs across the yard with it as the dog comes running out of nowhere.,"[4, 2, 1, 3]",7264.4595,Scene Cut
NYubDl, We see the tree decorated then see a plain tree.,"[4, 3, 1, 2]",8207.222,Scene Cut
YMbD4D, The camera pans closely around the guitar while the man continues to speak.,"[3, 4, 1, 2]",3038.4033,Scene Cut
vS7k1f,The mixes again and finally puts another small amount of ingredients in the bowl.,"[4, 3, 2, 1]",3324.7742,Scene Cut
cuqVKs,"A hand sands a ski edge with a block before cutting to a website link on a black screen, then transitions to a woman vacuuming a patterned rug around a coffee table in a living room.","[4, 2, 3, 1]",6690.977,Scene Cut
h2cXOd,"The man begins to smile and wave, then expresses excitement about the jump, followed by a view of the jump platform, and finally captures the descent from above.","[1, 3, 2, 4]",8417.544,Scene Cut
QpZZqv,"The mixture is whipped in the bowl, then cream of tartar is added, followed by a woman presenting the decorated cake, concluding with a prompt for more decorating videos.","[2, 4, 1, 3]",6634.6797,Scene Cut
T3n2dw,A bunch of people are riding tubes down snowy hills.,"[4, 2, 1, 3]",14782.9375,Scene Cut
teDid1, The older man flips the young one over.,"[4, 3, 1, 2]",4623.729,Scene Cut
926hla,"The gymnast lands on the mat as the camera zooms out and tilts upward, then the scene shifts with a pan left from the pole vault area to focus on a photographer adjusting his camera.","[3, 2, 1, 4]",3161.8318,Scene Cut
OXQo5x,A man jumps off of a bridge and bungee jumps.,"[4, 2, 1, 3]",5309.1616,Scene Cut
sZumjR, The person gets a tray of white paint and paints a fence.,"[1, 2, 3, 4]",4143.7227,Scene Cut
gKR7CJ," They are getting into the water, on water skis.","[2, 3, 4, 1]",3981.6982,Scene Cut
iTRP5t, The boy lifts his body above the height of a pole.,"[3, 4, 2, 1]",1448.6357,Scene Cut
qeCnSC,"The camera zooms out to show a person styling another's hair in a kitchen, then the subject's mouth opens into a smile as the styling continues.","[1, 2, 4, 3]",6458.6567,Scene Cut
a1gZig,"The camera zooms in as a hairdryer shrinks the wrap on a gift basket, then shifts to a shoe being brushed, followed by dye being sprayed on it, while the camera zooms out slightly.","[1, 2, 3, 4]",9006.269,Scene Cut
HqWnNz,"The underwater scene begins with coral formations, then shifts to a sandy ocean floor, followed by a flurry of fish, and finally closes with a promotional video screen.","[4, 2, 1, 3]",4511.028,Scene Cut
niIi52,"The musician shifts slightly left in the red rock landscape, then the man enters the canoe and paddles away, as the camera zooms out to show him in the distance on the water.","[1, 2, 3, 4]",3941.2402,Scene Cut
vV0VZ6,"The camera pans from enthusiastic fans to players on the sandy field, then tilts down as an athlete descends into the sand pit, landing and standing to prepare for the next jump.","[1, 3, 4, 2]",4247.416,Scene Cut
fxAsO6,"A hairdryer moves out of view as the woman sings outdoors with text overlay, then a yellow sock shifts left on the bed while the person adjusts their other sock.","[4, 2, 3, 1]",11330.935,Scene Cut
dOgczw,"The Blackjack table indicator shifts from 4 to 3 open tables, then the dealer lowers his hands to reveal the players' cards on the table.","[2, 4, 1, 3]",5316.269,Scene Cut
nwhYoV,"The musicians sit on stools as the spotlight shifts slightly right, then a hand strums left to right across the guitar strings, with the camera zooming in to capture the fluid motion.","[2, 4, 1, 3]",3577.791,Scene Cut
u6n5vK,"The instructor's hands lift a wood piece closer to the camera, shifting focus from students to demonstration, then a hand places a metal piece onto a wooden base as a tool approaches for scraping.","[3, 2, 4, 1]",8570.077,Scene Cut
IZKvit,"A skier in sunglasses exits as the camera zooms out to reveal a man outdoors; then, a man looks up thoughtfully before climbing a rock face and raising his hand in excitement.","[2, 3, 4, 1]",12610.9795,Scene Cut
IUrLWz,"A child slides down a green slide, then sits on a colorful ride, followed by a purple bumper car moving left and rotating counter-clockwise as the camera tilts slightly left.","[3, 1, 2, 4]",6449.233,Scene Cut
Trjn4V,"The athlete exits the hammer throw circle as the camera shifts to cheering spectators with a flag, then she prepares intently for the long jump, and the camera zooms in on her face.","[3, 4, 1, 2]",5230.665,Scene Cut
1vl6Ep,"A lighter moves into view from the bottom right, partially obscuring the fire pit, then the camera tilts up from the firewood to reveal a hand sanitizer bottle in the foreground.","[2, 3, 4, 1]",15015.969,Scene Cut
3z9AV5,"A person humorously comments while clearing snow from a red vehicle, moving away as a truck and excavator work nearby; then, on a snowy street, another person approaches a red vehicle from the left, raising a tool to clear its roof.","[3, 4, 2, 1]",8739.001,Scene Cut
Gumnoe,"A cat's paw transitions from being held in a towel to being gently inspected, while a dog moves closer to a person's face, resulting in a playful interaction with a slight camera zoom.","[1, 2, 4, 3]",3850.4578,Scene Cut
F7tp1N,"A person applies makeup with a brush, then reaches into a fridge as another person leans closer, adjusting positions while the camera tilts right.","[3, 2, 1, 4]",10264.278,Scene Cut
zG46s8,"The groomer finishes trimming the dog's fur as the scene shifts to a title screen; then, the performer spins with a prop, transitions left into a dynamic pose, and the camera slightly pans left.","[4, 2, 1, 3]",4096.1787,Scene Cut
RQIWcn,"The bartender pours a cocktail, leading to a black screen, then the scene shifts to a performer running across a stage as the camera pans left.","[1, 2, 3, 4]",33904.188,Scene Cut
RrZfTX,"The camera zooms out from the wheel to show a man washing the car, then shifts to hands removing a wheel nut, followed by a diagram illustrating the proper orientation of the wheel nut.","[3, 4, 2, 1]",16445.29,Scene Cut
AQ1OSz,"The harmonica moves to the man's mouth as he resumes playing with the microphone stationary; then, a hand lowers out of view as a pen is brought closer to the face for makeup application.","[1, 3, 2, 4]",7741.095,Scene Cut
4ZbyUn,"A tomato slice is placed on lettuce and bacon, followed by a top bread slice and vertical cut; then, a plate of bacon exits left as a hand holding bread enters from the right.","[1, 2, 4, 3]",2828.8174,Scene Cut
RGFYrD,"The dog sits in the bathtub with a person beside it as the camera shifts to a rear view, then transitions to a hand scrubbing a sink and rolling up a colorful towel.","[3, 4, 1, 2]",7128.261,Scene Cut
HKEDbM,"The person moves backward on the tiled floor, facing away from the camera with a yellow bucket in view, then the camera tilts down from the skater on the skateboard to focus on the rocky terrain.","[1, 3, 4, 2]",7458.319,Scene Cut
4g6kH4,"The model aircraft shifts upward and to the left as the brush moves away, followed by a green substance being replaced by an iron, which moves down onto the ski base as the camera shifts slightly left.","[4, 1, 2, 3]",5397.4375,Scene Cut
gn5f0X,"People gather around inner tubes as the camera pans slightly left, then a man on a slackline approaches the camera from the dock, arms outstretched, capturing the dynamic excitement of the scene.","[4, 1, 2, 3]",6551.228,Scene Cut
sLUkmX,"The man curls his torso upward with knees drawn in, then the dancer opens a colorful bag, sorting through its contents as her legs shift apart.","[1, 4, 3, 2]",3922.777,Scene Cut
FnCSpi,"The lifter lowers the barbell to the ground, crouching to prepare for a jump, while nearby, a girl lying on the pavement sits up as another girl moves from hands and knees to sitting beside her.","[4, 3, 1, 2]",4341.2188,Scene Cut
MJLgxW,"The cyclist moves the tire into view for inflation with a hand pump, followed by the bike component exiting the frame as the screen transitions to display contact information.","[4, 1, 3, 2]",11903.827,Scene Cut
0eUJdK,"A hand holds a reed knife upright beside a sharpening stone, then transitions to a tool adjusting eyelashes on a paper towel, culminating in a person standing in a room with mirrors.","[4, 2, 3, 1]",16853.842,Scene Cut
diLPne,"An orange fondant covers the cake as a green stem is placed on top, then the pumpkin's insides are scooped out, a carved face appears, and the top is placed back on the jack-o'-lantern.","[4, 3, 2, 1]",8624.163,Scene Cut
SjFXcD,"A cup of coffee with whipped cream is moved right and placed on a table as the person sits; a hand lowers, revealing the person examining a pen closely before applying it to their face.","[1, 4, 3, 2]",10475.29,Scene Cut
aQjEJd, The sumo warriors face off and the larger one sits on and makes the smaller one disappear.,"[4, 1, 2, 3]",2974.8965,Scene Cut
N7I8SY,"The woman begins by holding a hairdryer, then gathers her hair into a ponytail, followed by using a brush while drying her hair, and finally continues styling with the dryer.","[1, 3, 4, 2]",2538.8525,Scene Cut
Gm3W9b,  A young lady speaks on screen and then drives the tractor while holding the flying kite.,"[3, 4, 1, 2]",6870.772,Scene Cut
UNRj1Y,"The blue disc slides down the shuffleboard as the camera tilts slightly downward, followed by the red disc moving into the scoring area on the table.","[2, 4, 1, 3]",4704.408,Scene Cut
UcOIum,"The man holds a squeegee, then begins to clean the window by applying a cleaning solution, and finally wipes it down with a cloth for a clear finish.","[2, 4, 1, 3]",6489.6753,Scene Cut
5IUhyW,"The person measures on the floor and cuts material on the carpet, then transitions to hanging wallpaper before the camera shifts to display rolling credits.","[4, 2, 3, 1]",3968.4717,Scene Cut
WUTKN8, A girl runs up and kicks at the boy.,"[2, 1, 3, 4]",1235.1582,Scene Cut
0jV19m, The camera watches as multiple other people slide down the slope.,"[1, 3, 4, 2]",3904.9836,Scene Cut
4Kh15g,"The hair transitions from unbraided to partially braided as hands weave the strands, then the camera pans from a side view to the back as the hair moves from twisted to rolled into a bun.","[2, 4, 3, 1]",10508.313,Scene Cut
